StateFIPS,State,Year,Deaths
46,South Dakota,2020,Suppressed
46,South Dakota,2021,Suppressed
46,South Dakota,2022,Suppressed
47,Tennessee,2000,10
47,Tennessee,2001,Suppressed
47,Tennessee,2002,10
47,Tennessee,2003,Suppressed
47,Tennessee,2004,Suppressed
47,Tennessee,2005,14
47,Tennessee,2006,12
47,Tennessee,2007,23
47,Tennessee,2008,12
47,Tennessee,2009,16
47,Tennessee,2010,44
47,Tennessee,2011,20
47,Tennessee,2012,25
47,Tennessee,2013,Suppressed
47,Tennessee,2014,Suppressed
47,Tennessee,2015,22
47,Tennessee,2016,18
47,Tennessee,2017,14
47,Tennessee,2018,20
47,Tennessee,2019,13
47,Tennessee,2020,11
47,Tennessee,2021,18
47,Tennessee,2022,46
48,Texas,2000,142
48,Texas,2001,59
48,Texas,2002,56
48,Texas,2003,64
48,Texas,2004,54
48,Texas,2005,92
48,Texas,2006,77
48,Texas,2007,27
48,Texas,2008,47
48,Texas,2009,74
48,Texas,2010,88
48,Texas,2011,179
48,Texas,2012,55
48,Texas,2013,55
48,Texas,2014,34
48,Texas,2015,57
48,Texas,2016,80
48,Texas,2017,47
48,Texas,2018,80
48,Texas,2019,95
48,Texas,2020,82
48,Texas,2021,90
48,Texas,2022,200
49,Utah,2000,Suppressed
49,Utah,2001,0
49,Utah,2002,Suppressed
49,Utah,2003,Suppressed
49,Utah,2004,0
49,Utah,2005,Suppressed
49,Utah,2006,0
49,Utah,2007,Suppressed
49,Utah,2008,Suppressed
49,Utah,2009,Suppressed
49,Utah,2010,Suppressed
49,Utah,2011,Suppressed
49,Utah,2012,Suppressed
49,Utah,2013,Suppressed
49,Utah,2014,Suppressed
49,Utah,2015,Suppressed
49,Utah,2016,Suppressed
49,Utah,2017,Suppressed
49,Utah,2018,Suppressed
49,Utah,2019,Suppressed
49,Utah,2020,Suppressed
49,Utah,2021,Suppressed
49,Utah,2022,Suppressed
50,Vermont,2000,0
50,Vermont,2001,Suppressed
50,Vermont,2002,Suppressed
50,Vermont,2003,0
50,Vermont,2004,0
50,Vermont,2005,0
50,Vermont,2006,Suppressed
50,Vermont,2007,0
50,Vermont,2008,Suppressed
50,Vermont,2009,Suppressed
50,Vermont,2010,Suppressed
50,Vermont,2011,0
50,Vermont,2012,0
50,Vermont,2013,Suppressed
50,Vermont,2014,0
50,Vermont,2015,Suppressed
50,Vermont,2016,0
50,Vermont,2017,Suppressed
50,Vermont,2018,Suppressed
50,Vermont,2019,0
50,Vermont,2020,Suppressed
50,Vermont,2021,Suppressed
50,Vermont,2022,Suppressed
51,Virginia,2000,Suppressed
51,Virginia,2001,Suppressed
51,Virginia,2002,Suppressed
51,Virginia,2003,Suppressed
51,Virginia,2004,Suppressed
51,Virginia,2005,11
51,Virginia,2006,12
51,Virginia,2007,Suppressed
51,Virginia,2008,14
51,Virginia,2009,Suppressed
51,Virginia,2010,14
51,Virginia,2011,11
51,Virginia,2012,24
51,Virginia,2013,Suppressed
51,Virginia,2014,Suppressed
51,Virginia,2015,13
51,Virginia,2016,Suppressed
51,Virginia,2017,Suppressed
51,Virginia,2018,16
51,Virginia,2019,15
51,Virginia,2020,11
51,Virginia,2021,16
51,Virginia,2022,Suppressed
53,Washington,2000,Suppressed
53,Washington,2001,Suppressed
53,Washington,2002,Suppressed
53,Washington,2003,Suppressed
53,Washington,2004,0
53,Washington,2005,Suppressed
53,Washington,2006,12
53,Washington,2007,Suppressed
53,Washington,2008,Suppressed
53,Washington,2009,11
53,Washington,2010,Suppressed
53,Washington,2011,Suppressed
53,Washington,2012,Suppressed
53,Washington,2013,Suppressed
53,Washington,2014,Suppressed
53,Washington,2015,Suppressed
53,Washington,2016,11
53,Washington,2017,Suppressed
53,Washington,2018,Suppressed
53,Washington,2019,Suppressed
53,Washington,2020,Suppressed
53,Washington,2021,170
53,Washington,2022,25
54,West Virginia,2000,0
54,West Virginia,2001,Suppressed
54,West Virginia,2002,Suppressed
54,West Virginia,2003,0
54,West Virginia,2004,0
54,West Virginia,2005,0
54,West Virginia,2006,Suppressed
54,West Virginia,2007,Suppressed
54,West Virginia,2008,Suppressed
54,West Virginia,2009,Suppressed
54,West Virginia,2010,Suppressed
54,West Virginia,2011,Suppressed
54,West Virginia,2012,Suppressed
54,West Virginia,2013,Suppressed
54,West Virginia,2014,0
54,West Virginia,2015,0
54,West Virginia,2016,0
54,West Virginia,2017,0
54,West Virginia,2018,Suppressed
54,West Virginia,2019,Suppressed
54,West Virginia,2020,Suppressed
54,West Virginia,2021,0
54,West Virginia,2022,Suppressed
55,Wisconsin,2000,Suppressed
55,Wisconsin,2001,20
55,Wisconsin,2002,Suppressed
55,Wisconsin,2003,Suppressed
55,Wisconsin,2004,Suppressed
55,Wisconsin,2005,11
55,Wisconsin,2006,Suppressed
55,Wisconsin,2007,Suppressed
55,Wisconsin,2008,Suppressed
55,Wisconsin,2009,Suppressed
55,Wisconsin,2010,Suppressed
55,Wisconsin,2011,Suppressed
55,Wisconsin,2012,23
55,Wisconsin,2013,11
55,Wisconsin,2014,Suppressed
55,Wisconsin,2015,Suppressed
55,Wisconsin,2016,Suppressed
55,Wisconsin,2017,Suppressed
55,Wisconsin,2018,Suppressed
55,Wisconsin,2019,Suppressed
55,Wisconsin,2020,Suppressed
55,Wisconsin,2021,13
55,Wisconsin,2022,18
56,Wyoming,2000,Suppressed
56,Wyoming,2001,0
56,Wyoming,2002,Suppressed
56,Wyoming,2003,0
56,Wyoming,2004,0
56,Wyoming,2005,0
56,Wyoming,2006,Suppressed
56,Wyoming,2007,0
56,Wyoming,2008,0
56,Wyoming,2009,0
56,Wyoming,2010,Suppressed
56,Wyoming,2011,Suppressed
56,Wyoming,2012,Suppressed
56,Wyoming,2013,Suppressed
56,Wyoming,2014,0
56,Wyoming,2015,Suppressed
56,Wyoming,2016,0
56,Wyoming,2017,Suppressed
56,Wyoming,2018,Suppressed
56,Wyoming,2019,Suppressed
56,Wyoming,2020,Suppressed
56,Wyoming,2021,Suppressed
56,Wyoming,2022,0
